Model,Year,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Target
7,1.6150851451727894,0,2,1,0.3496492731512767,0.19595468824183485,0.29388423581514656,-1.0195244057037345,1,5
10,1.3838400461402778,1,0,0,0.5478519108426073,-0.37510967062373585,1.664836432922685,0.7352739068640225,0,2
9,1.3838400461402778,4,3,0,1.6379664181449276,-0.10103743843124122,0.15402726402111114,1.125579136968361,0,4
1,1.6150851451727894,1,1,1,0.4487505919969422,0.9920758423082954,0.45466590305911464,-1.5470490530286118,1,1
8,1.3838400461402778,5,2,0,-0.44316127761404706,-0.2751112755781871,1.4427038663356238,1.0030618001643086,0,0
9,-1.159856043217352,5,2,1,0.6469532296882728,1.6154003220226616,0.710570312670148,1.17983681469587,0,1
6,0.9213498480752542,4,2,0,0.5478519108426073,-0.7343375951108003,1.7177251392529378,0.6001547868458389,1,1
3,-0.2348756470873047,0,2,1,-1.7314784226076976,0.23342388320971305,-0.9907151280477249,-0.6701749710453221,1,0
10,-0.92861094418484,5,3,1,-0.1458573210770505,-0.9989519190387177,-1.1833838771446235,0.2868604541611905,1,3
9,0.22761455097771885,3,3,1,0.8451558673796035,-1.7065518842566074,-1.1119168106998165,-1.5610510343776465,1,5
10,-1.159856043217352,3,0,0,-0.04675600223138495,0.18187137958509203,0.9890149273062928,-0.6218681353911528,1,3
4,-0.6973658451523282,3,1,0,0.9442571862252694,0.43271305607663596,0.8348491564178181,-0.45979520127607776,1,5
7,-1.159856043217352,0,3,1,-0.1458573210770505,0.11575231651648707,-0.6730367094429563,-0.32992682426378217,1,3
8,-0.2348756470873047,4,2,0,1.6379664181449276,1.3786246952311734,-1.1066856368373335,1.6433023973489143,0,5
3,-0.6973658451523282,3,1,1,-0.7404652341510432,-0.44585413408450636,-0.3681285093848379,1.5130839708028927,0,2
0,0.22761455097771885,0,1,1,-1.4341744660707012,0.2891530543526328,-0.7797757349458299,-0.6211680363237011,1,0
3,-0.2348756470873047,2,1,0,-0.24495863992271602,0.04086570345079221,0.7262253697439028,1.5410879335009617,0,5
8,-1.3911011422498636,1,0,0,0.15144663545994566,-1.2530210204307652,1.6232947581323776,0.12513756957984126,1,3
10,-0.92861094418484,0,0,1,-0.5422625964597122,0.8707798947107606,-1.570952317132715,-1.6251100990494796,1,5
8,0.22761455097771885,3,1,1,-0.9386678718423742,-1.5581421157035051,0.5744828632181961,-0.04638670194583218,1,1
0,0.9213498480752542,0,2,0,0.6469532296882728,-0.21876078199452875,-0.38255270202036135,-1.5428484586239015,1,4
0,1.3838400461402778,0,1,1,-0.44316127761404706,0.4830401737764668,0.4372414783554023,-0.2805698400084353,1,2
3,-1.3911011422498636,3,0,0,0.4487505919969422,-1.0250474615497411,-1.1813452579188028,-1.0069226224896035,1,1
6,0.45885965001023066,4,1,0,0.9442571862252694,-0.20024192146917946,1.396931095038896,-1.0975854517246022,1,1
2,0.22761455097771885,1,3,1,0.9442571862252694,-0.0940303020162442,-0.9390957506693983,0.6631637029164945,1,3
0,0.45885965001023066,4,2,1,-0.44316127761404706,1.6001434043111902,-1.1571895433185129,-1.177746794947825,1,5
8,-0.6973658451523282,2,0,1,0.25054795430561116,1.3482661904184152,1.0188633899334028,1.2326942942884755,0,2
1,-1.3911011422498636,3,2,0,-0.1458573210770505,0.6714562039304632,-1.6624209306987812,-1.069931538560259,1,3
2,-0.92861094418484,3,2,1,1.2415611427622655,0.7684515405124419,1.6666058005526425,-1.2264036801357203,1,1
9,0.9213498480752542,3,1,1,1.3406624616079306,0.1325107634597435,-1.218540442661606,-1.4430843415120302,1,5
5,1.6150851451727894,3,3,0,-0.5422625964597122,-1.314549201020579,0.35815843819903903,-0.2725187007327404,1,2
9,0.9213498480752542,4,1,0,-1.4341744660707012,0.2166826952231438,-0.34154953042178,-0.4618954984784329,1,4
5,-0.2348756470873047,0,3,1,-1.1368705095337048,-1.0757887942100643,1.0277102280831905,-0.557108971651868,1,2
6,0.9213498480752542,2,1,1,-0.44316127761404706,-0.42849162365719845,-0.26004322590264883,0.24205411384427988,1,4
6,1.1525949471077659,2,3,1,0.25054795430561116,-0.8299867330711784,0.11960152426432849,1.5235854568146685,0,3
3,-0.0036305480547929366,2,2,0,0.5478519108426073,-1.3119603575175012,0.4834758238164668,1.6555541310293194,0,4
4,1.6150851451727894,0,0,1,-0.5422625964597122,0.7521073085296779,0.590561029942593,1.006912345035293,0,4
2,-1.159856043217352,4,3,1,0.5478519108426073,-0.12485479865955625,1.0584049100115842,0.5746011708838509,1,5
2,1.3838400461402778,2,0,0,1.5388650992992616,-0.6239838260529407,1.618832874543789,-0.08559224972312897,1,4
8,-1.6223462412823755,3,2,1,0.5478519108426073,0.4861813038935344,-0.26650526420336335,-1.4070292395382662,1,2
10,-0.92861094418484,2,3,1,-1.1368705095337048,0.3310923191024918,0.1421032647757451,1.5673416485304017,0,3
4,-1.3911011422498636,2,2,0,0.25054795430561116,-0.10238363705284163,-0.12010932508122395,-1.0153238112990242,1,4
4,-0.0036305480547929366,5,3,1,0.15144663545994566,1.5585148007817005,0.7404957043246474,-0.6747256149837584,1,5
8,-0.92861094418484,5,2,1,1.2415611427622655,-0.09306380044176184,-0.9274410030198953,0.9638562523870118,0,5
10,-1.3911011422498636,2,0,0,-0.5422625964597122,0.7661388403163591,-1.4288644035443854,-1.0440278730645451,1,3
6,1.3838400461402778,3,2,1,-0.24495863992271602,-1.5081774360941052,1.0169401642486662,1.0370166049357175,0,2
10,-0.4661207461198165,0,1,1,0.3496492731512767,-0.9342480904184619,0.843542136512827,0.11953677704022744,1,3
7,-0.4661207461198165,0,2,0,0.05234531661428013,0.36181326200568076,0.06786675334491771,-0.24521483710212302,1,3
6,0.45885965001023066,4,2,0,0.7460545485339384,1.5446213406485167,1.7267642999711992,-1.2586082372384997,1,4
9,-0.92861094418484,0,0,1,-1.632377103762032,1.5913068184873516,-0.10191561010361704,-1.6146086130377035,1,0
9,-0.4661207461198165,4,1,1,0.25054795430561116,-0.554809927650704,-0.43613376959711914,0.7527763835503157,0,1
8,1.1525949471077659,5,1,1,-1.335073147225036,1.4103984344922806,-1.503331702057381,-0.5875632810860182,1,1
7,1.6150851451727894,1,2,0,-0.6413639153053777,0.35018072519851823,0.8025774294279403,1.2298938980186687,0,1
10,-1.3911011422498636,3,2,0,0.5478519108426073,1.4576534579017926,-1.1611898527427646,-1.2729602681212602,1,2
7,0.45885965001023066,1,1,1,-1.1368705095337048,1.0505491875644775,0.8028851455374981,-0.8024936947936988,1,0
5,0.9213498480752542,4,0,1,-0.6413639153053777,-0.2707275005796422,1.725610364560357,-0.1633032462102708,1,1
0,-1.3911011422498636,3,2,0,0.7460545485339384,-1.34666811941543,-0.7470808983053101,0.5707506260128663,1,3
4,0.45885965001023066,0,0,1,0.5478519108426073,0.47258124602403284,-0.10949311930147869,0.34601882536086154,1,2
9,1.3838400461402778,2,2,1,-1.4341744660707012,-0.4542074691211038,0.5597509544731148,0.4317809611236983,1,0
4,-0.92861094418484,3,0,0,0.25054795430561116,-1.4233324050199048,-1.1079165012755647,1.2834514766787257,0,1
5,1.3838400461402778,4,0,1,-1.2359718283793704,1.2499246552148362,0.41412430562487007,1.251947018643398,0,3
2,1.6150851451727894,2,1,1,-0.8395665529967087,-0.33910748697426835,0.6607587674354738,0.13598910512534304,1,4
2,1.6150851451727894,1,0,0,-0.1458573210770505,0.5588242525898953,-1.2701598200399327,1.1917384988425495,0,0
10,-0.0036305480547929366,2,3,0,-1.335073147225036,0.8048334212090275,-0.9267101772596955,0.3054130794486613,1,1
2,1.3838400461402778,3,1,1,1.7370677369905927,-0.857859948120982,0.33761838788605364,-0.9894201458033103,1,2
2,-0.2348756470873047,2,3,0,-1.1368705095337048,-0.8765168802998287,0.7292256018120917,1.2585979597841894,0,0
6,0.9213498480752542,1,1,0,0.9442571862252694,1.1998046449952515,-1.7261566298909474,1.1290796323056196,0,0
10,0.22761455097771885,0,3,0,1.1424598239166004,1.6078408989936748,1.0479425622866179,1.182287161431951,0,2
9,1.3838400461402778,4,1,1,1.7370677369905927,1.5591016053090647,-1.4983313152770663,-1.7073717394750576,1,4
2,-0.0036305480547929366,2,3,0,-0.24495863992271602,0.21481872790092782,0.707608545115654,0.8381884697794266,0,3
3,-0.6973658451523282,1,0,1,1.3406624616079306,-0.9940503753395572,-1.3110475980974297,1.1451819108570094,0,3
10,1.1525949471077659,2,0,0,1.6379664181449276,0.04828705482628168,-0.3393570531411804,-0.35443029162459266,1,5
1,-1.3911011422498636,5,3,0,-1.1368705095337048,0.8052303772128326,0.5842528496966574,-0.4846487181706141,1,2
0,1.6150851451727894,2,2,0,-0.04675600223138495,0.7567154499651562,-0.9799835287268954,-1.3608227010864522,1,5
8,-0.6973658451523282,1,0,0,-1.5332757849163667,0.09121008010731027,0.9857839081559355,1.4115696060223921,0,2
7,-0.0036305480547929366,2,3,1,0.4487505919969422,-1.1827252898438614,0.30865460907392256,0.6218578579368426,1,5
4,0.45885965001023066,1,3,1,0.25054795430561116,0.9374857623067299,-1.1403036218065268,1.3352588076701537,0,1
8,0.22761455097771885,3,0,0,-1.0377691906880393,1.0796305295823838,-1.4814453937650802,-0.7538368096058037,1,4
0,0.9213498480752542,2,0,1,1.0433585050709344,1.2064148254064433,-1.340126770450645,-0.1818558714977416,1,0
1,0.9213498480752542,1,1,1,-1.632377103762032,0.6860745402445089,0.29361498421928345,-1.6790177272432627,1,1
6,0.9213498480752542,2,1,0,1.0433585050709344,-0.6430204552789055,1.2429191822052004,-0.9159097437208787,1,3
2,1.1525949471077659,4,3,0,-1.632377103762032,0.40240632813393945,-0.8822067349148938,-0.29947251482963194,1,4
7,0.22761455097771885,0,3,1,0.5478519108426073,1.0238323226127153,1.617409687537084,-0.6274689279307667,1,3
3,1.1525949471077659,1,0,1,-1.4341744660707012,1.5426193016728034,-1.3933231928904555,0.7944322780636935,0,1
8,1.6150851451727894,5,3,1,-0.8395665529967087,0.3399461638830176,1.3346570473671295,1.1472822080593645,0,4
6,1.1525949471077659,0,0,1,0.7460545485339384,1.045388759515009,-0.8092010879222977,-1.0170740589676535,1,1
10,-1.6223462412823755,5,1,0,-0.7404652341510432,-0.4288885796610037,1.0095934421329729,1.1651347342793836,0,4
1,0.22761455097771885,2,3,0,0.05234531661428013,-0.9481415505516456,0.47351351476953196,-1.3191668065730744,1,3
7,-0.2348756470873047,4,3,0,1.4397637804535965,1.4119689995508145,-0.4207864286329222,-0.41568896002661887,1,2
8,0.22761455097771885,4,2,1,-1.5332757849163667,-1.5531542772209088,1.6435655568494998,0.19934807072972446,1,2
7,-0.0036305480547929366,3,3,0,1.0433585050709344,1.194040153461732,-1.337011144841372,1.164434635211932,0,5
8,-1.6223462412823755,4,3,1,-1.5332757849163667,1.317597024385288,-1.5862227290695226,0.303662831780032,1,0
2,0.9213498480752542,1,3,0,-1.335073147225036,-0.5408646906474587,1.3861225666906771,0.29421149436943367,1,5
8,-0.0036305480547929366,3,2,1,-1.335073147225036,0.1886023726930941,-1.3619361497155564,-0.6722752682476774,1,5
4,-0.0036305480547929366,1,0,1,1.7370677369905927,-0.8356131529512008,1.087830262988052,-1.1675953584697751,1,1
9,1.6150851451727894,5,2,0,-1.1368705095337048,1.67297620153111,1.2148785517217426,-1.5221955361340755,1,5
9,0.6901047490427424,2,2,0,1.3406624616079306,-0.9070134567660842,-1.4758295747656496,-1.2628088316432102,1,5
4,-1.159856043217352,0,1,1,1.7370677369905927,-0.2314115972462352,-0.7243868352254198,-0.6414709092798012,1,2
4,-1.6223462412823755,5,0,1,-0.44316127761404706,0.3639188547215173,1.2738446512157626,0.7251224703859724,0,5
9,-0.0036305480547929366,4,2,1,0.4487505919969422,-0.5224148659488581,1.0544046005873324,-0.8308477070254938,1,4
7,-1.159856043217352,5,3,0,0.9442571862252694,1.2503216112186415,0.42112484711731074,-0.582662587613856,1,4
9,-1.159856043217352,1,3,0,-0.3440599587683815,-0.1152588187414815,0.9586664260011515,1.1021258182087281,0,0
0,-1.6223462412823755,0,3,1,-1.1368705095337048,0.1253828143479362,0.44716532288864247,1.2540473158457532,0,1
0,0.6901047490427424,4,2,0,-0.24495863992271602,0.9965113941769018,0.13364107176290466,1.051018586284752,0,4
8,-0.6973658451523282,0,1,0,0.9442571862252694,-1.6729659545433457,0.3755443983890567,-1.714722779683301,1,3
1,0.45885965001023066,3,2,1,0.9442571862252694,0.557771456231977,0.5165553055939339,0.4499835368774432,1,5
9,-0.2348756470873047,0,3,1,-0.9386678718423742,-0.1527280137093597,-1.609724546937002,1.2484465233061395,0,4
4,0.45885965001023066,3,2,0,-1.1368705095337048,-1.7268484173207366,-0.3242020347454571,-1.1843977360886166,1,2
2,0.22761455097771885,0,1,0,1.4397637804535965,-1.066693324035918,0.4065467964270084,0.08558197226881861,1,3
3,0.9213498480752542,2,0,1,-1.5332757849163667,-0.7953134890866242,1.583330128403554,0.6971185076879033,0,4
5,-0.2348756470873047,2,3,1,0.8451558673796035,1.253738884642704,1.7294183514161354,1.5935953635598414,0,0
0,0.22761455097771885,5,2,0,-1.5332757849163667,-1.3877616952876168,-0.9379033507448616,1.0814728957189021,0,1
2,-0.0036305480547929366,5,3,1,1.1424598239166004,1.473566215967377,1.2092627327223122,1.259648108385367,0,2
5,0.9213498480752542,3,2,0,1.4397637804535965,1.5592569359192494,-1.2737370198135425,-0.863752363195725,1,0
1,-1.3911011422498636,0,0,0,-0.7404652341510432,0.28566674510182144,1.0904458499192937,1.4934811969142443,0,2
1,-1.6223462412823755,3,3,1,-1.4341744660707012,1.6187830775333498,-1.5737602266324302,-1.3034145775554105,1,2
1,-0.2348756470873047,4,3,1,-0.04675600223138495,1.1643374890030869,1.7069550754184135,1.1283795332381679,0,2
6,-0.2348756470873047,1,0,1,-0.7404652341510432,0.7457905303821682,-1.5495660475184456,0.8700429773484802,0,5
4,1.3838400461402778,3,1,1,-0.24495863992271602,0.521251503881894,0.7634974835140955,1.602346601902988,0,1
0,-0.0036305480547929366,2,3,1,0.5478519108426073,-0.18885101005563748,0.44808847121731593,1.5424881316358652,0,2
6,-0.6973658451523282,0,3,1,-1.0377691906880393,-0.3475988936643633,-0.5437190144012767,1.0265151189239414,0,3
1,-1.159856043217352,3,0,0,-0.5422625964597122,0.41340028354367614,-1.3667826784410924,0.5308449791681178,1,1
2,0.9213498480752542,0,0,0,0.9442571862252694,-0.29540780864231647,-0.5501810527019912,0.41357838536995334,1,2
10,-0.0036305480547929366,2,3,1,0.5478519108426073,0.18280336324620003,-0.12864844712145382,-1.1798470921501802,1,3
9,-0.4661207461198165,3,0,1,-0.6413639153053777,-0.5744851382740946,-0.6208403643592088,0.35161961790047536,1,3
0,0.6901047490427424,0,1,0,0.5478519108426073,-0.7741712671448229,0.1822986815867371,-1.374124583368035,1,5
2,-1.159856043217352,4,2,0,0.9442571862252694,1.3513037667953598,-1.241272970255191,1.6762070535191453,0,4
9,-1.6223462412823755,1,3,1,0.3496492731512767,-0.15957981951417208,-1.1231869132123722,0.8889456521696769,0,0
6,-1.159856043217352,5,0,0,-0.9386678718423742,0.3692691312945446,1.5937155471011308,1.1430816136546542,0,4
4,-0.6973658451523282,3,3,1,-1.7314784226076976,-0.1986023205838969,-0.5995310237723288,-0.41673910862779645,1,0
0,1.6150851451727894,2,1,1,1.0433585050709344,-0.5290595642734243,1.4788605092086693,-0.03903566173758903,1,0
7,1.3838400461402778,0,0,1,1.1424598239166004,1.4296594301551788,0.45431972243586205,0.18569613891441578,1,5
5,-1.159856043217352,4,1,1,0.6469532296882728,-0.6315259901252405,-0.020793950721433124,0.6033052326493717,1,2
9,-1.6223462412823755,1,0,1,-1.4341744660707012,0.348195945179492,1.0040160876472373,-1.4350332022363352,1,0
5,-0.6973658451523282,1,2,0,0.25054795430561116,0.8277533156896089,1.330195163778541,1.102475867742454,0,5
0,0.45885965001023066,4,1,1,1.1424598239166004,-1.1607718969377623,1.2924999403577062,0.16819366222812257,1,0
4,-0.2348756470873047,4,0,0,-0.3440599587683815,1.0960265384352095,0.5056698482183256,-1.722073819891544,1,1
0,1.6150851451727894,1,2,0,-1.0377691906880393,-0.5282829112225009,0.17752908188859068,0.48288819304767444,1,5
6,1.3838400461402778,5,3,0,0.3496492731512767,0.9636330816878148,-0.900361985378806,0.5619993876697198,1,5
7,-0.2348756470873047,4,2,0,1.1424598239166004,0.3106922322982394,0.959012606624404,1.0709714097071263,0,4
8,0.6901047490427424,4,0,0,-1.5332757849163667,-0.6235178342223867,-1.6506892540218887,1.7161127003638939,0,2
9,0.22761455097771885,1,2,1,0.3496492731512767,1.6903214530017308,0.6351414013147841,1.6678058647097247,0,1
5,1.6150851451727894,2,2,0,0.5478519108426073,1.690994552312531,1.068674935168077,-0.41568896002661887,1,1
1,1.6150851451727894,2,3,1,0.3496492731512767,0.3534944448824577,-0.9906766635340302,1.7094617592231025,0,3
1,0.45885965001023066,0,3,0,0.5478519108426073,1.353374841597822,-1.479483703566649,0.8175355472896005,0,3
10,0.45885965001023066,4,0,1,0.4487505919969422,0.41531602773595366,0.8089625387012654,1.2144917185347306,0,3
6,0.9213498480752542,1,2,1,-1.2359718283793704,0.44788367900467135,-1.6507277185355833,-0.286520682081775,1,2
2,1.1525949471077659,1,0,0,-0.9386678718423742,0.4598786539022648,-0.667113174333968,-1.6790177272432627,1,3
0,-1.159856043217352,1,3,1,0.4487505919969422,-0.3732974801715815,0.8229251571724521,0.6673642973212048,1,5
5,1.6150851451727894,2,1,1,-1.632377103762032,1.5573239327702848,1.4466272467324863,-0.7510364133359967,1,3
5,-0.2348756470873047,3,3,0,0.4487505919969422,-0.5198432814024676,-1.0010236177179124,-0.5721611016020801,1,0
7,-1.6223462412823755,5,3,0,0.5478519108426073,-1.1173828798261798,-1.3555510404422315,0.543446762382249,1,1
0,-0.92861094418484,0,1,0,-0.9386678718423742,1.2563277281457819,1.006016242359363,-1.2572080391035962,1,5
0,1.1525949471077659,3,1,0,0.3496492731512767,-0.540709360037274,1.2667671806959324,-0.3285266261288787,1,5
9,-0.92861094418484,0,3,0,0.15144663545994566,0.2560676343832995,-0.9119013394872247,1.4213709929667162,0,1
0,1.3838400461402778,2,0,1,-0.8395665529967087,-0.7130745604721886,0.3692746826568158,-0.5462574361063662,1,1
5,-0.6973658451523282,1,2,1,-0.1458573210770505,-0.9020773951535493,0.09421494522580721,1.4136699032247473,0,2
0,-0.2348756470873047,5,1,0,1.4397637804535965,0.8447533880264859,-0.14257260107894582,-0.6460215532182375,1,2
7,-0.2348756470873047,5,1,1,-0.24495863992271602,0.7979470974908407,-0.11580129954741428,1.4924310483130667,0,0
7,1.1525949471077659,5,1,0,0.4487505919969422,0.3955717812858142,-0.09995391990518585,0.24275421291173163,1,0
9,1.6150851451727894,1,0,1,-1.632377103762032,-1.424022763287392,0.7293794598668707,0.6484616225000082,1,3
1,0.6901047490427424,1,1,1,-1.4341744660707012,-1.4094562038434082,-0.8143937972710862,0.6404104832243133,1,5
6,1.1525949471077659,0,3,1,-1.4341744660707012,-1.5484253230886202,1.1881457147039058,0.025023402934244113,1,0
4,-0.92861094418484,2,3,1,0.9442571862252694,-1.1949964080484499,-0.4737135994768696,-1.2852120018016655,1,4
6,1.1525949471077659,0,3,1,-0.5422625964597122,1.68051836560341,-0.9660593747694035,-1.6020068298235726,1,2
0,-0.2348756470873047,0,3,0,-0.9386678718423742,1.5468132281477893,-0.13245643397723203,0.5504477530567662,1,0
7,0.6901047490427424,1,0,1,0.8451558673796035,0.4674553358879389,0.43439510434199236,1.362562671300771,0,2
5,-1.159856043217352,5,1,0,-1.1368705095337048,1.3766916920822085,-1.2494274471584736,0.16609336502576738,1,3
0,-0.4661207461198165,3,2,1,-0.8395665529967087,1.5659879290272516,0.5431727490706866,0.7961825257323228,0,2
5,0.9213498480752542,2,0,0,-0.24495863992271602,-1.0819847596607637,0.18818375218203068,-1.4038787937347335,1,5
3,-1.3911011422498636,5,3,0,-0.5422625964597122,-0.42869873113744467,-1.3670134655232606,0.8273369342339247,0,5
4,0.45885965001023066,3,3,0,0.25054795430561116,-0.9359739860871803,-1.4140940302856093,0.3789234815310928,1,2
6,1.1525949471077659,2,1,1,-0.5422625964597122,-1.3582833972659052,-0.02306335702942215,1.564191202726869,0,4
6,1.3838400461402778,1,3,0,-0.3440599587683815,-0.21993439104925733,1.1136784161909101,0.02572350200169584,1,1
3,0.22761455097771885,4,1,1,1.2415611427622655,-0.5917095770479052,-0.041603252630281626,-1.1931489744317632,1,1
6,-0.6973658451523282,5,2,1,1.3406624616079306,1.6351100505594267,1.216955635461258,-0.12899839190513612,1,5
3,-0.4661207461198165,1,0,1,1.1424598239166004,0.9074724366277155,-1.242273047611254,0.5322451773030213,1,0
6,0.9213498480752542,2,2,1,1.2415611427622655,0.39089460402358717,-0.843819150247554,-1.257908138171048,1,1
8,0.9213498480752542,1,3,0,0.25054795430561116,-1.2538321913950627,-0.5422958273945717,-0.9239608829965736,1,5
0,0.9213498480752542,5,2,1,0.5478519108426073,0.9905397951631358,0.46739765709207,-0.0008802625614698352,1,1
1,0.9213498480752542,0,0,0,0.25054795430561116,0.5786720527801578,-1.3913999672057191,1.407018962083956,0,1
0,-0.92861094418484,4,2,0,0.9442571862252694,-1.5469065349001478,-1.6135325337927802,0.26235698680038,1,1
5,1.3838400461402778,5,2,0,0.15144663545994566,-0.27098638492995,0.5705594828213337,-0.5679605071973698,1,1
7,1.3838400461402778,4,1,0,-1.335073147225036,-1.1334337095452616,0.46358967023629183,-0.5935141231593579,1,1
10,0.6901047490427424,1,1,1,1.0433585050709344,1.5705270346359812,-0.19146099798494662,0.7909317827264349,0,4
6,0.45885965001023066,2,1,1,0.9442571862252694,-1.421675545177935,1.3900459470875395,-1.4910411276324735,1,3
5,-0.2348756470873047,1,0,0,1.1424598239166004,0.9827560056972156,-0.7202711322600838,-0.6971287851422137,1,3
5,0.9213498480752542,2,3,0,-1.0377691906880393,1.4516473409746522,0.07209784985133792,0.5490475549218627,1,4
2,0.22761455097771885,3,2,1,-0.7404652341510432,-1.1823973696668049,-0.6263023253038603,-0.5116025322675056,1,1
10,-0.2348756470873047,1,2,1,-0.7404652341510432,0.7732840483848537,0.2851143266927483,-1.3517214132095796,1,4
5,1.3838400461402778,4,3,1,0.05234531661428013,-0.5772293123873571,0.21810914383653,0.6967684581541774,0,1
